itemId,sellerId,buyerId,itemTitle,reviewType,rating,reviewContent,isAnonymous,boughtDate,reviewTime
960852082,1000021117,1.00069E+11,หม้อทอดอากาศสำหรับใช้ในบ้านความจุขนาดใหญ่ 4.5Lหม้อทอดไร้น้ำมันไร้ควันหม้อทอดไฟฟ้าอัตโนมัติหม้อทำไก่ทอดมันฝรั่งทอดอัติโนมัติ,PRODUCT_REVIEW,5,ครั้งนี้ถือว่าซื้อสินค้าทางอินเทอร์เน็ตแล้วไม่ผิดหวังจริงๆ  คุณภาพและการจัดส่งดีมาก ร้านค้าก็มรมารยาทด้วยครับ,FALSE,06 พ.ค. 2020,09 มิ.ย. 2020
960852082,1000021117,1.00047E+11,หม้อทอดอากาศสำหรับใช้ในบ้านความจุขนาดใหญ่ 4.5Lหม้อทอดไร้น้ำมันไร้ควันหม้อทอดไฟฟ้าอัตโนมัติหม้อทำไก่ทอดมันฝรั่งทอดอัติโนมัติ,PRODUCT_REVIEW,5,"ได้รับสินค้าแล้วนะครับ สินค้าตรงกับโฆษณาครับไม่ผิดหวังครับ คุ้มจริงๆครับให้ 5 ดาวครับ ขอบคุณสำหรับส่วนลด 150 นะครับ ไว้โอกาสหน้าผมจะมาสั่งใหม่นะครับ
",FALSE,03 พ.ค. 2020,08 มิ.ย. 2020
960852082,1000021117,1.00046E+11,หม้อทอดอากาศสำหรับใช้ในบ้านความจุขนาดใหญ่ 4.5Lหม้อทอดไร้น้ำมันไร้ควันหม้อทอดไฟฟ้าอัตโนมัติหม้อทำไก่ทอดมันฝรั่งทอดอัติโนมัติ,PRODUCT_REVIEW,5,"สินค้าคุณภาพดี แข็งแรง หลังจากรับของมีการโทรเช็คความเรียบร้อย ใส่ใจลูกค้าดีคับ ปลื้มร้านนี้มาก เพิ่มเติมใส่วิธีใช้มาด้วยจะดีมากนะคับ โดยรวมแล้วเยี่ยมมากคับ
",FALSE,05 พ.ค. 2020,05 มิ.ย. 2020
960852082,1000021117,1.00046E+11,หม้อทอดอากาศสำหรับใช้ในบ้านความจุขนาดใหญ่ 4.5Lหม้อทอดไร้น้ำมันไร้ควันหม้อทอดไฟฟ้าอัตโนมัติหม้อทำไก่ทอดมันฝรั่งทอดอัติโนมัติ,PRODUCT_REVIEW,5,"ส่งไวมาก สินค้าสวยงาม เย็นเร็วมาก โดยรวมประทับใจ คุณภาพสมราคา ถ้าไม่ติดยี่ห้อมาก ก็เป็นทางเลือกที่ดีอีกทางนึง
",FALSE,10 พ.ค. 2020,02 มิ.ย. 2020
960852082,1000021117,1.00046E+11,หม้อทอดอากาศสำหรับใช้ในบ้านความจุขนาดใหญ่ 4.5Lหม้อทอดไร้น้ำมันไร้ควันหม้อทอดไฟฟ้าอัตโนมัติหม้อทำไก่ทอดมันฝรั่งทอดอัติโนมัติ,PRODUCT_REVIEW,5,"ได้รับของแล้วถูกใจค่ะเหมือนตามรูปส่วนการจัดส่งดีมาก
",FALSE,04 พ.ค. 2020,05 มิ.ย. 2020
919252306,1000281440,1.00055E+11,Cooking เครื่องทอดไฟฟ้า หม้อทอดไฟฟ้า เครื่องทอดไร้น้ำมัน ไร้น้ำมันเพื่อสุขภาพ หม้อทอดไร้ควัน ขนาดหม้อทอด 3.5 ลิตร Electric Deep Fryers,PRODUCT_REVIEW,5,หม้อทอดไฟฟ้า ทำอาหารได้หลากหลายเมนูไม่ว่าจะเป็น ปรับอุณหภูมิได้ ทำได้ทั้งของทอด ปิ้ง และอบขนม,FALSE,29 เม.ย. 2020,05 พ.ค. 2020
919252306,1000281440,1.00068E+11,Cooking เครื่องทอดไฟฟ้า หม้อทอดไฟฟ้า เครื่องทอดไร้น้ำมัน ไร้น้ำมันเพื่อสุขภาพ หม้อทอดไร้ควัน ขนาดหม้อทอด 3.5 ลิตร Electric Deep Fryers,PRODUCT_REVIEW,5,ใช่สะดวกดี,FALSE,14 พ.ค. 2020,07 มิ.ย. 2020
940614578,1000363220,1.0007E+11,หม้อทอดลมร้อน Mondial Air Fryer รุ่น AF 606 เครื่องทอดไร้น้ำมัน ระบบดิจิตอล 8 ใบพัด ทำให้ความร้อนทั่วถึงเร็ว ตัวหม้อ 2 ชั้น รับประกัน 1 ปี  /assure shop,PRODUCT_REVIEW,5,"ได้รับของแล้ว จัดส่งเร็วมาก สินค้าอยู่ในสภาพเรียบร้อย
คุยกันทางไลน์ก็ให้รายละเอียดดี ไม่ผิดหวัง
",FALSE,03 มิ.ย. 2020,06 มิ.ย. 2020
940614578,1000363220,465310,หม้อทอดลมร้อน Mondial Air Fryer รุ่น AF 606 เครื่องทอดไร้น้ำมัน ระบบดิจิตอล 8 ใบพัด ทำให้ความร้อนทั่วถึงเร็ว ตัวหม้อ 2 ชั้น รับประกัน 1 ปี  /assure shop,PRODUCT_REVIEW,5,,FALSE,09 ก.ค. 2020,12 ก.ค. 2020
1186428162,1.00181E+11,1.00094E+11,เครื่องทอดไฟฟ้า หม้อทอดไฟฟ้า เครื่องทอดไร้น้ำมัน ไร้น้ำมันเพื่อสุขภาพ หม้อทอดไร้ควัน ขนาดหม้อทอด 3.5 ลิตร Electric Deep Fryers,PRODUCT_REVIEW,5,ได้รับสินค้าแล้วนะคะ ส่งไว หม้อทอดใหญ่มาก ร้านค้าจัดส่งรวดเร็ว มีหัวแปลงไฟมาให้พร้อมใช้ ทดลองทำเฟรนช์ฟรายแล้วดีงามมาก.ไม่ผิดหวังเลย ,FALSE,23 มิ.ย. 2020,04 ก.ค. 2020
